Investigator,Ghislaine,,Time (s),Electrode,Amplitude(mV)
,,,10.02456,B4_13,0.015
,,,10.0252,B4_24,0.017
,,,10.02648,B4_33,0.021
,,,10.02688,B4_23,0.019
,,,10.02696,B4_22,0.038
,,,10.02808,B4_13,0.016
,,,10.02832,B4_42,0.022
,,,10.0292,B4_22,0.016
,,,10.02928,B4_32,0.027
,,,10.0296,B4_33,0.023
,,,10.02976,B4_43,0.074
,,,10.03096,B4_12,0.016
,,,10.03168,B4_23,0.02
,,,10.03184,B4_14,0.016
,,,10.03184,B4_22,0.027
,,,10.03216,B4_33,0.022
,,,10.03344,B4_32,0.032
,,,10.03392,B4_43,0.035
,,,10.03448,D3_14,0.013
,,,10.03496,B4_23,0.021
,,,10.03496,B4_33,0.05
,,,10.03496,B4_34,0.025
,,,10.0352,B4_22,0.033
,,,10.0352,B4_24,0.02
,,,10.03568,B4_42,0.032
,,,10.03576,B4_13,0.019
,,,10.03584,B4_14,0.011
,,,10.036,B4_44,0.017
,,,10.03624,B4_32,0.075
,,,10.03664,B4_43,0.017
,,,10.03744,B4_22,0.028
,,,10.03816,B4_24,0.02
,,,10.03832,B4_34,0.017
,,,10.03872,B4_32,0.017
,,,10.03912,B4_12,0.016
,,,10.03992,B4_23,0.015
,,,10.04056,B4_44,0.018
,,,10.0408,B4_33,0.02
,,,10.0412,B4_34,0.018
,,,10.04128,B4_24,0.022
,,,10.04192,B4_13,0.025
,,,10.04288,B4_44,0.041
,,,10.04304,B4_23,0.019
,,,10.04344,B4_33,0.016
,,,10.04352,B4_34,0.021
,,,10.04376,B4_32,0.013
,,,10.04488,B4_24,0.026
,,,10.04496,B4_43,0.068
,,,10.04592,B4_23,0.018
,,,10.04608,B4_33,0.025
,,,10.04616,B4_22,0.039
,,,10.04632,B4_44,0.018
,,,10.04792,B4_13,0.014
,,,10.0488,B4_24,0.015
,,,10.04904,B4_23,0.019
,,,10.04912,B4_22,0.02
,,,10.0496,B4_14,0.014
,,,10.04968,B4_32,0.021
,,,10.05,B4_34,0.019
,,,10.05176,B4_23,0.022
,,,10.05184,B4_12,0.014
,,,10.05224,B4_22,0.021
,,,10.0528,B4_24,0.019
,,,10.05392,B4_34,0.025
,,,10.054,B4_23,0.028
,,,10.05408,B4_33,0.024
,,,10.05424,B4_32,0.024
,,,10.05488,B4_22,0.025
,,,10.05488,B4_42,0.019
,,,10.05528,B4_43,0.02
,,,10.05536,B4_24,0.027
,,,10.05584,B4_44,0.022
,,,10.05672,B4_23,0.015
,,,10.05824,B4_22,0.023
,,,10.0584,B4_44,0.016
,,,10.05968,B1_42,0.019
,,,10.0608,B4_22,0.028
,,,10.06104,B4_32,0.06
,,,10.0616,B4_23,0.021
,,,10.0616,B4_33,0.03
,,,10.06192,B4_44,0.043
,,,10.06208,B4_34,0.026
,,,10.06216,B4_13,0.021
,,,10.06256,B4_24,0.028
,,,10.06288,B4_42,0.055
,,,10.0636,B4_22,0.031
,,,10.06368,B4_32,0.03
,,,10.064,B4_43,0.04
,,,10.06544,B4_42,0.036
,,,10.0656,B4_44,0.017
,,,10.06736,B4_23,0.023
,,,10.0676,B4_32,0.018
,,,10.06768,B4_33,0.023
,,,10.06784,B4_43,0.028
,,,10.0684,B4_13,0.014
,,,10.06848,B4_24,0.026
,,,10.06856,B4_22,0.017
,,,10.06992,B4_14,0.01
,,,10.07072,B4_13,0.02
,,,10.0708,B4_12,0.009
,,,10.07128,B4_32,0.026
,,,10.07168,B4_44,0.021
,,,10.07256,B4_24,0.015
,,,10.07344,B4_12,0.016
,,,10.07488,B4_43,0.083
,,,10.07504,B4_44,0.027
,,,10.0756,B4_24,0.017
,,,10.07576,B4_23,0.017
,,,10.0764,B4_13,0.016
,,,10.07848,B4_32,0.02
,,,10.07872,B4_23,0.015
,,,10.07872,B4_24,0.021
,,,10.08048,B4_44,0.021
,,,10.08136,B4_23,0.026
,,,10.08136,B4_32,0.018
,,,10.082,B4_33,0.02
,,,10.08248,B4_22,0.016
,,,10.08296,B4_43,0.024
,,,10.08352,B4_44,0.021
,,,10.08392,B4_23,0.025
,,,10.08408,B4_32,0.018
,,,10.08464,B4_13,0.022
,,,10.086,B4_24,0.016
,,,10.08672,B4_23,0.023
,,,10.08688,B4_22,0.013
,,,10.08688,B4_44,0.018
,,,10.0876,B4_33,0.023
,,,10.08768,B5_11,0.015
,,,10.08832,B4_32,0.023
,,,10.08968,B4_22,0.019
,,,10.08976,B4_13,0.016
,,,10.09064,B4_33,0.016
,,,10.09168,D6_24,0.024
,,,10.0936,B4_34,0.014
,,,10.0952,B4_22,0.021
,,,10.0964,B4_32,0.036
,,,10.09728,B4_12,0.021
,,,10.09728,B4_43,0.02
,,,10.09784,B4_22,0.038
,,,10.09824,B4_23,0.015
,,,10.09832,B4_34,0.018
,,,10.09856,B4_42,0.017
,,,10.09864,B4_32,0.044
,,,10.09864,B4_33,0.023
,,,10.09872,B4_13,0.014
,,,10.1004,B4_24,0.017
,,,10.1008,B4_22,0.018
,,,10.1048,B4_22,0.025
,,,10.1048,B4_43,0.036
,,,10.10496,B4_32,0.014
,,,10.10536,B4_42,0.015
,,,10.10608,B4_13,0.017
,,,10.10664,B4_34,0.015
,,,10.10872,B4_33,0.024
,,,10.10904,B4_24,0.023
,,,10.10944,B4_22,0.019
,,,10.10968,B4_12,0.012
,,,10.11016,B4_44,0.018
,,,10.11064,B4_23,0.025
,,,10.11064,B4_32,0.074
,,,10.11088,B4_43,0.016
,,,10.11104,B4_42,0.014
,,,10.1112,B4_33,0.023
,,,10.1132,B4_13,0.02
,,,10.11336,B4_23,0.019
,,,10.11448,B4_22,0.041
,,,10.11472,B4_42,0.055
,,,10.1156,B4_24,0.014
,,,10.1176,B4_22,0.016
,,,10.11824,B4_44,0.018
,,,10.11888,B4_43,0.015
,,,10.12048,B4_22,0.025
,,,10.12592,B4_43,0.013
,,,10.1264,B4_12,0.02
,,,10.13016,B4_34,0.019
,,,10.13152,B4_22,0.015
,,,10.13216,B4_32,0.015
,,,10.13304,B4_13,0.015
,,,10.13392,D5_12,0.033
,,,10.13968,B4_22,0.017
,,,10.14016,B4_43,0.026
,,,10.14144,B4_34,0.018
,,,10.14768,B4_33,0.018
,,,10.15336,B4_43,0.018
,,,10.1592,B4_22,0.016
,,,10.17008,B4_31,0.015
,,,10.17056,D3_32,0.016
,,,10.17088,B4_32,0.016
,,,10.1728,B4_44,0.017
,,,10.1732,B4_24,0.017
,,,10.17544,B5_24,0.015
,,,10.17664,B4_22,0.024
,,,10.18032,B4_13,0.012
,,,10.18184,B4_24,0.018
,,,10.1856,B4_23,0.017
,,,10.20496,B4_22,0.018
,,,10.22032,B4_43,0.015
,,,10.23704,B4_44,0.015
,,,10.24128,B4_42,0.018
,,,10.26168,B4_33,0.025
,,,10.27016,B4_43,0.016
,,,10.29848,B4_12,0.011
,,,10.30616,B4_44,0.018
,,,10.36424,B1_42,0.011
,,,10.38576,B4_33,0.012
,,,10.39416,B4_44,0.011
,,,10.39552,B5_11,0.014
,,,10.39576,B1_23,0.018
,,,10.39656,B1_22,0.018
,,,10.39744,D3_42,0.013
,,,10.40976,B3_13,0.016
,,,10.43768,B4_44,0.014
,,,10.4696,B4_33,0.013
,,,10.49616,D6_24,0.028
,,,10.50472,D1_13,0.014
,,,10.50856,D5_12,0.024
,,,10.51408,B1_42,0.019
,,,10.52752,D5_42,0.017
,,,10.5408,B4_44,0.017
,,,10.55008,B5_11,0.015
,,,10.55872,D3_32,0.015
,,,10.56112,B4_33,0.015
,,,10.5624,D3_42,0.017
,,,10.5636,D3_31,0.014
,,,10.56544,D4_33,0.015
,,,10.56592,D4_23,0.014
,,,10.58792,D5_24,0.034
,,,10.58912,D5_44,0.032
,,,10.59384,D5_33,0.011
,,,10.59592,D5_23,0.04
,,,10.59888,D5_14,0.022
,,,10.7116,D6_24,0.027
,,,10.71832,B1_43,0.014
,,,10.71856,B1_33,0.021
,,,10.7608,B4_43,0.031
,,,10.76936,D3_42,0.014
,,,10.77048,D3_31,0.02
,,,10.77728,B1_24,0.016
,,,10.78472,B4_43,0.013
,,,10.8008,B5_13,0.012
,,,10.80128,B5_22,0.019
,,,10.80152,B5_21,0.018
,,,10.81608,B4_34,0.015
,,,10.81704,B4_24,0.015
,,,10.82216,B5_44,0.013
,,,10.8496,B4_22,0.037
,,,10.8528,B4_32,0.014
,,,10.85304,B4_33,0.015
,,,10.85304,B4_43,0.03
,,,10.85432,B4_34,0.014
,,,10.85528,B4_24,0.023
,,,10.8556,B4_23,0.023
,,,10.85576,B4_13,0.021
,,,10.85952,D6_24,0.027
,,,10.86864,B4_22,0.015
,,,10.86992,B4_32,0.019
,,,10.87016,B4_43,0.038
,,,10.87096,B4_22,0.02
,,,10.87952,B1_42,0.02
,,,10.89568,B5_14,0.014
,,,10.90352,B4_44,0.015
,,,10.90744,B1_44,0.018
,,,10.90784,B1_34,0.015
,,,10.92208,B5_24,0.016
,,,10.92584,B4_22,0.015
,,,10.92624,B4_43,0.026
,,,10.9288,B4_22,0.017
,,,10.92968,B4_33,0.033
,,,10.93032,B4_42,0.02
,,,10.9312,B4_22,0.015
,,,10.93184,D3_32,0.014
,,,10.94768,B4_13,0.016
,,,10.9612,B4_24,0.014
,,,10.96224,D3_42,0.013
,,,10.974,B4_22,0.015
,,,10.97896,B4_12,0.019
,,,10.9868,B5_44,0.013
,,,11.04376,B4_42,0.019
,,,11.04384,B4_22,0.018
,,,11.04424,B4_33,0.023
,,,11.0448,B4_43,0.019
,,,11.04864,B4_43,0.023
,,,11.04904,B4_42,0.044
,,,11.05416,B4_32,0.016
,,,11.0796,D6_24,0.026
,,,11.12184,B4_44,0.022
,,,11.1356,B4_32,0.059
,,,11.13672,B4_44,0.028
,,,11.13848,B1_44,0.018
,,,11.13864,B1_43,0.016
,,,11.13896,B1_33,0.019
,,,11.14008,B1_12,0.017
,,,11.16672,B4_42,0.015
,,,11.234,B2_11,0.021
,,,11.24696,B1_23,0.018
,,,11.24776,B1_22,0.018
,,,11.24824,D6_24,0.025
,,,11.25048,D5_12,0.034
,,,11.25864,B1_43,0.013
,,,11.2588,B1_33,0.024
,,,11.27,B1_42,0.023
,,,11.27328,B5_14,0.012
,,,11.29328,B1_32,0.013
,,,11.30304,B4_33,0.014
,,,11.3368,D3_42,0.018
,,,11.33792,D3_31,0.016
,,,11.35696,B4_43,0.032
,,,11.36496,D3_21,0.021
,,,11.3812,B4_44,0.016
,,,11.3916,B4_44,0.021
,,,11.40168,B4_22,0.018
,,,11.40168,B5_23,0.02
,,,11.40472,D1_13,0.013
,,,11.41912,B4_32,0.019
,,,11.4244,B2_31,0.022
,,,11.4576,B4_42,0.017
,,,11.46152,B5_24,0.016
,,,11.47088,B1_24,0.019
,,,11.47968,D6_24,0.028
,,,11.48792,B4_44,0.018
,,,11.53176,D4_23,0.017
,,,11.5544,D3_21,0.012
,,,11.56656,B4_44,0.015
,,,11.62096,B4_32,0.069
,,,11.62104,B4_22,0.02
,,,11.62104,B4_23,0.018
,,,11.62104,B4_33,0.027
,,,11.62184,D3_32,0.017
,,,11.62208,B4_44,0.025
,,,11.62432,B4_44,0.025
,,,11.6488,B1_42,0.021
,,,11.65712,B2_11,0.02
,,,11.66928,D4_11,0.015
,,,11.67256,B5_14,0.012
,,,11.68832,D6_24,0.029
,,,11.70336,B4_34,0.039
,,,11.73856,D5_42,0.021
,,,11.74896,D6_22,0.016
,,,11.78272,B4_44,0.025
,,,11.80464,D6_24,0.025
,,,11.83432,B4_42,0.015
,,,11.83888,B1_34,0.022
,,,11.83984,B1_23,0.036
,,,11.84232,B1_22,0.015
,,,11.84504,B1_23,0.012
,,,11.84688,B1_44,0.015
,,,11.84728,B1_34,0.016
,,,11.85568,B1_44,0.016
,,,11.87544,D2_42,0.023
,,,11.88528,D3_42,0.012
,,,11.88944,B4_44,0.019
,,,11.9312,D3_31,0.018
,,,11.938,B4_42,0.017
,,,11.95304,D5_22,0.034
,,,11.95872,D5_44,0.024
,,,11.95912,D5_43,0.015
,,,12.0112,B3_14,0.009
,,,12.07048,D4_12,0.023
,,,12.07096,D4_11,0.02
,,,12.10352,B4_42,0.014
,,,12.11136,B1_42,0.021
,,,12.13824,D5_12,0.031
,,,12.16216,B5_11,0.011
,,,12.166,B2_33,0.012
,,,12.17784,B2_22,0.017
,,,12.17792,B2_32,0.018
,,,12.17816,B2_31,0.023
,,,12.25928,B4_43,0.076
,,,12.28312,B1_42,0.012
,,,12.2996,B1_32,0.011
,,,12.3088,B1_34,0.026
,,,12.30976,B1_23,0.037
,,,12.31032,B1_24,0.021
,,,12.31928,B1_24,0.023
,,,12.31944,B1_33,0.014
,,,12.32784,B1_44,0.022
,,,12.33384,B1_43,0.033
,,,12.33408,B1_33,0.023
,,,12.33496,B1_34,0.024
,,,12.34272,B1_34,0.039
,,,12.34448,B1_12,0.012
,,,12.34456,B1_44,0.021
,,,12.34896,B1_34,0.015
,,,12.34992,B1_22,0.016
,,,12.35032,B1_14,0.031
,,,12.3512,B1_44,0.022
,,,12.3516,B1_34,0.016
,,,12.3524,B1_24,0.024
,,,12.35544,B1_24,0.016
,,,12.35552,B1_42,0.015
,,,12.35576,B1_32,0.011
,,,12.35792,B1_44,0.018
,,,12.35824,B1_34,0.017
,,,12.362,B1_34,0.029
,,,12.38504,B4_44,0.015
,,,12.38592,B1_24,0.015
,,,12.4272,D4_23,0.013
,,,12.47976,B6_43,0.023
,,,12.54584,B1_42,0.025
,,,12.55688,D3_14,0.009
,,,12.57032,B1_24,0.031
,,,12.57496,B1_14,0.018
,,,12.59096,D5_42,0.021
,,,12.59664,D4_14,0.012
,,,12.62304,D3_42,0.017
,,,12.62424,D3_31,0.015
,,,12.62504,B5_24,0.02
,,,12.65,D4_13,0.026
,,,12.68032,B5_44,0.014
,,,12.70568,B4_43,0.076
,,,12.712,B1_24,0.017
,,,12.71264,B1_23,0.02
,,,12.71344,B1_22,0.017
,,,12.73376,B4_12,0.019
,,,12.77832,D5_24,0.033
,,,12.79064,B5_11,0.013
,,,12.82936,D2_42,0.021
,,,12.87688,D5_31,0.029
,,,12.88384,B4_44,0.018
,,,12.90128,B1_42,0.018
,,,12.91384,B4_22,0.029
,,,12.99856,B1_42,0.014
,,,13.03992,D3_12,0.014
,,,13.05424,B3_13,0.015
,,,13.05912,B4_24,0.029
,,,13.14512,B4_43,0.069
,,,13.18208,B1_43,0.016
,,,13.18776,D3_21,0.03
,,,13.19096,D3_24,0.031
,,,13.19184,D3_12,0.025
,,,13.19208,D3_11,0.017
,,,13.19344,D3_42,0.06
,,,13.19384,D3_34,0.016
,,,13.19472,D3_32,0.035
,,,13.19568,D4_23,0.013
,,,13.19632,D3_44,0.037
,,,13.19648,D3_34,0.015
,,,13.19728,D3_43,0.017
,,,13.1976,D3_33,0.018
,,,13.19776,D3_32,0.022
,,,13.19824,D3_24,0.023
,,,13.19832,D3_21,0.014
,,,13.20416,B2_21,0.018
,,,13.20488,D3_14,0.016
,,,13.2076,D3_13,0.014
,,,13.20872,D6_31,0.015
,,,13.21272,D3_42,0.012
,,,13.21672,B1_32,0.011
,,,13.21704,D3_21,0.018
,,,13.22736,D3_32,0.015
,,,13.22776,D3_33,0.014
,,,13.22784,D3_23,0.013
,,,13.228,D3_34,0.02
,,,13.244,D3_21,0.012
,,,13.24456,D3_12,0.011
,,,13.25536,B2_11,0.02
,,,13.27568,D5_12,0.035
,,,13.31328,B1_42,0.022
,,,13.3232,D3_12,0.012
,,,13.32856,D5_31,0.015
,,,13.40376,B6_31,0.017
,,,13.4044,B4_22,0.015
,,,13.41056,B1_44,0.017
,,,13.42536,D3_42,0.019
,,,13.42648,D3_31,0.02
,,,13.43688,B1_43,0.015
,,,13.4372,B1_33,0.021
,,,13.43824,B1_12,0.015
,,,13.49104,B1_24,0.015
,,,13.4916,B1_23,0.021
,,,13.4924,B1_22,0.021
,,,13.49864,B3_22,0.01
,,,13.51872,D5_42,0.022
,,,13.5244,D3_22,0.015
,,,13.59528,B3_14,0.01
,,,13.6176,B4_43,0.073
,,,13.62824,B6_43,0.03
,,,13.63024,B1_24,0.013
,,,13.67296,B1_34,0.024
,,,13.67392,B1_23,0.033
,,,13.67768,B1_23,0.013
,,,13.68672,B1_42,0.02
,,,13.69016,B1_44,0.02
,,,13.69592,B1_13,0.017
,,,13.6984,B4_24,0.021
,,,13.71568,B1_42,0.009
,,,13.7192,D3_43,0.012
,,,13.71992,D3_33,0.009
,,,13.7432,B1_34,0.026
,,,13.74424,B1_23,0.031
,,,13.75496,B1_24,0.025
,,,13.76768,B3_24,0.015
,,,13.76792,B3_34,0.017
,,,13.76872,B3_22,0.01
,,,13.77664,B3_43,0.011
,,,13.77832,B3_21,0.018
,,,13.78232,B3_44,0.021
,,,13.79128,B3_13,0.014
,,,13.79224,B3_34,0.011
,,,13.79264,B3_43,0.014
,,,13.79504,B3_22,0.011
,,,13.79728,B3_34,0.013
,,,13.80176,B3_21,0.021
,,,13.80288,B3_24,0.015
,,,13.80288,B3_44,0.018
,,,13.80304,B3_34,0.021
,,,13.80384,B3_43,0.013
,,,13.81536,B3_31,0.03
,,,13.82792,B3_22,0.014
,,,13.82968,B3_13,0.012
,,,13.83384,B3_43,0.015
,,,13.83832,B3_43,0.011
,,,13.84144,B3_34,0.015
,,,13.85384,B2_11,0.018
,,,13.85816,B2_12,0.016
,,,13.888,D3_21,0.016
,,,13.88912,B5_23,0.018
,,,13.9148,B3_31,0.015
,,,13.92632,D3_42,0.014
,,,13.96888,D3_31,0.02
,,,13.96944,D3_21,0.012
,,,14.01104,B3_13,0.012
,,,14.05232,B5_24,0.016
,,,14.06536,B1_42,0.018
,,,14.13808,D3_32,0.013
,,,14.15808,B4_13,0.027
,,,14.19752,D5_12,0.026
,,,14.23144,B4_22,0.017
,,,14.24688,D3_13,0.01
,,,14.25056,B1_24,0.012
,,,14.25112,B1_23,0.022
,,,14.25192,B1_22,0.017
,,,14.32336,D4_14,0.012
,,,14.33552,B5_34,0.012
,,,14.45008,B1_34,0.039
,,,14.45416,B1_42,0.022
,,,14.50136,B4_13,0.025
,,,14.51632,D5_31,0.025
,,,14.52,D3_42,0.014
,,,14.52104,D3_31,0.018
,,,14.55632,D3_32,0.012
,,,14.55712,B1_22,0.016
,,,14.55848,B1_44,0.017
,,,14.55888,B1_34,0.016
,,,14.5632,B3_22,0.013
,,,14.56336,B3_24,0.015
,,,14.5636,B3_34,0.019
,,,14.56888,B3_43,0.015
,,,14.56968,B3_24,0.015
,,,14.56992,B3_34,0.021
,,,14.57,B3_22,0.012
,,,14.57464,B3_44,0.017
,,,14.5816,B3_44,0.018
,,,14.632,B5_13,0.015
,,,14.65152,B1_34,0.036
,,,14.6532,B4_42,0.015
,,,14.66888,B2_11,0.02
,,,14.67648,B4_13,0.021
,,,14.78984,B4_13,0.021
,,,14.79088,B5_44,0.013
,,,14.7956,B6_43,0.026
,,,14.90152,B5_23,0.019
,,,14.91208,B4_44,0.017
,,,14.9288,B1_42,0.019
,,,14.93248,B5_14,0.012
,,,15.01672,B4_43,0.025
,,,15.04584,D5_42,0.012
,,,15.05696,D1_34,0.021
,,,15.07608,B1_32,0.016
,,,15.0868,D4_23,0.012
,,,15.0936,B2_11,0.018
,,,15.10648,B5_24,0.015
,,,15.11296,B2_22,0.013
,,,15.12512,D5_22,0.033
,,,15.13016,D5_44,0.027
,,,15.24056,B4_43,0.072
,,,15.26008,B1_43,0.011
,,,15.26024,B1_33,0.024
,,,15.26136,B1_12,0.013
,,,15.31248,B2_13,0.015
,,,15.31976,D1_34,0.022
,,,15.34832,B1_24,0.015
,,,15.35488,B1_34,0.031
,,,15.3612,B3_13,0.011
,,,15.38192,B1_42,0.016
,,,15.4008,B2_33,0.016
,,,15.41712,D1_34,0.02
,,,15.47552,B4_13,0.014
,,,15.48616,B1_24,0.015
,,,15.54088,D5_44,0.04
,,,15.54488,D5_14,0.024
,,,15.57424,D5_12,0.043
,,,15.5756,D5_41,0.01
,,,15.6924,B1_33,0.012
,,,15.7,D5_11,0.016
,,,15.70232,B3_13,0.016
,,,15.70256,D3_42,0.014
,,,15.70296,D1_13,0.015
,,,15.70368,D3_31,0.014
,,,15.73816,B1_22,0.018
,,,15.73952,B1_44,0.02
,,,15.73992,B1_34,0.02
,,,15.74808,B4_43,0.017
,,,15.79904,B1_42,0.01
,,,15.84432,B5_44,0.015
,,,15.85304,B1_42,0.018
,,,15.85648,B4_43,0.078
,,,15.90216,B1_23,0.025
,,,15.90296,B1_22,0.016
,,,15.90488,D4_23,0.012
,,,15.92696,B5_13,0.015
,,,15.92864,B5_21,0.013
,,,16.00072,B5_42,0.02
,,,16.00592,B5_31,0.013
,,,16.00736,B3_31,0.019
,,,16.024,B5_24,0.02
,,,16.02864,D1_34,0.026
,,,16.1488,D5_42,0.017
,,,16.17632,D5_31,0.03
,,,16.1988,B3_13,0.011
,,,16.26352,B1_42,0.02
,,,16.2856,B4_22,0.021
,,,16.30544,D5_12,0.022
,,,16.32672,B6_43,0.031
,,,16.33136,D3_42,0.015
,,,16.33248,D3_31,0.016
,,,16.3728,B4_22,0.017
,,,16.39416,B5_14,0.013
,,,16.41576,D1_34,0.022
,,,16.416,B5_13,0.015
,,,16.41616,B5_23,0.021
,,,16.4168,B5_21,0.016
,,,16.46144,B4_43,0.02
,,,16.4836,B1_24,0.015
,,,16.49672,D5_12,0.019
,,,16.50992,D4_14,0.012
,,,16.51288,B1_32,0.012
,,,16.5272,D1_34,0.023
,,,16.53424,B4_44,0.016
,,,16.53488,B3_11,0.023
,,,16.56112,D1_34,0.022
,,,16.58552,D1_34,0.019
,,,16.60888,D1_34,0.02
,,,16.62896,B1_13,0.019
,,,16.63528,B1_42,0.02
,,,16.65648,D1_34,0.018
,,,16.674,D1_34,0.014
,,,16.72664,B3_21,0.014
,,,16.7676,B4_43,0.073
,,,16.78248,B5_44,0.013
,,,16.83352,B1_24,0.014
,,,16.83424,B1_23,0.017
,,,16.83496,B1_22,0.02
,,,16.83856,D5_44,0.015
,,,16.8684,B1_24,0.017
,,,16.87128,B2_13,0.017
,,,16.87816,B4_32,0.075
,,,16.87824,B4_22,0.021
,,,16.87824,B4_23,0.021
,,,16.87872,B4_33,0.017
,,,16.88912,B5_42,0.009
,,,16.89008,B4_43,0.019
,,,16.9048,B4_12,0.018
,,,16.91192,B4_42,0.015
,,,16.92552,B4_12,0.013
,,,16.9664,B1_42,0.021
,,,17.02032,B5_24,0.017
,,,17.0492,B4_22,0.014
,,,17.04952,B4_12,0.023
,,,17.05112,B4_33,0.03
,,,17.05176,B4_42,0.021
,,,17.06416,B1_34,0.024
,,,17.06512,B1_23,0.034
,,,17.06832,B1_23,0.013
,,,17.10632,B4_13,0.019
,,,17.1076,B1_33,0.02
,,,17.10864,B1_12,0.016
,,,17.11624,B4_44,0.021
,,,17.16312,B4_22,0.014
,,,17.18872,B3_14,0.012
,,,17.3076,B1_42,0.021
,,,17.35272,B3_13,0.016
,,,17.35456,D4_14,0.015
,,,17.3664,B1_24,0.014
,,,17.36704,B1_23,0.022
,,,17.36744,B1_22,0.022
,,,17.3836,D5_22,0.012
,,,17.39464,D3_14,0.013
,,,17.45888,D5_22,0.033
,,,17.464,D5_44,0.026
,,,17.53112,B3_22,0.009
,,,17.55488,B5_33,0.012
,,,17.55712,B5_21,0.016
,,,17.57584,B5_23,0.024
,,,17.57616,B5_33,0.013
,,,17.57784,B5_21,0.017
,,,17.58808,B5_24,0.016
,,,17.5916,B5_14,0.029
,,,17.59952,B5_24,0.015
,,,17.61776,B5_14,0.013
,,,17.63192,D3_42,0.013
,,,17.6368,D5_12,0.032
,,,17.638,B5_24,0.015
,,,17.6404,B5_21,0.022
,,,17.64512,D5_12,0.021
,,,17.6888,B4_22,0.013
,,,17.6892,B4_43,0.029
,,,17.69048,B4_34,0.017
,,,17.71048,D4_23,0.016
,,,17.72472,B6_43,0.025
,,,17.76176,B1_42,0.021
,,,17.77584,B2_11,0.017
,,,17.78568,B2_33,0.013
,,,17.788,B5_11,0.023
,,,17.7884,D3_34,0.029
,,,17.78888,D3_44,0.033
,,,17.7988,D3_31,0.019
,,,17.79928,D3_21,0.013
,,,17.87392,D3_34,0.018
,,,17.87784,D3_32,0.013
,,,17.91536,B4_44,0.016
,,,17.92192,B1_24,0.015
,,,17.92256,B1_23,0.018
,,,17.92328,B1_22,0.02
,,,18.01584,D5_12,0.04
,,,18.01712,D5_41,0.012
,,,18.09088,B1_24,0.013
,,,18.18808,B4_44,0.022
,,,18.2128,B5_44,0.014
,,,18.22344,D3_34,0.019
,,,18.26512,D1_13,0.013
,,,18.3308,B1_42,0.02
,,,18.39888,B1_32,0.014
,,,18.41848,B1_13,0.025
,,,18.42176,D5_24,0.035
,,,18.43496,B5_24,0.015
,,,18.47416,B4_12,0.022
,,,18.56848,B2_11,0.022
,,,18.57568,D5_42,0.019
,,,18.64376,B4_44,0.018
,,,18.64976,B1_24,0.014
,,,18.67232,B4_43,0.073
,,,18.67416,D3_31,0.016
,,,18.69048,B1_42,0.021
,,,18.69312,B6_43,0.028
,,,18.74664,B1_23,0.022
,,,18.74744,B1_22,0.018
,,,18.84224,D3_42,0.012
,,,18.89768,B3_24,0.012
,,,18.94672,B6_43,0.029
,,,19.0056,B5_11,0.015
,,,19.056,D3_42,0.015
,,,19.09552,D5_12,0.015
,,,19.12392,B1_42,0.022
,,,19.1852,B1_44,0.016
,,,19.21752,B5_11,0.012
,,,19.23368,B3_14,0.011
,,,19.26552,D3_43,0.015
,,,19.26584,D3_33,0.011
,,,19.2904,D3_43,0.017
,,,19.29072,D3_33,0.014
,,,19.36808,D3_43,0.02
,,,19.36848,D3_33,0.013
,,,19.43304,B3_34,0.019
,,,19.43792,D3_43,0.018
,,,19.43832,D3_33,0.013
,,,19.45384,B1_42,0.016
,,,19.48152,B6_43,0.016
,,,19.50856,B4_44,0.016
,,,19.50936,B3_34,0.012
,,,19.51352,B4_12,0.02
,,,19.53656,D5_31,0.013
,,,19.57736,B4_22,0.011
,,,19.57856,B4_43,0.015
,,,19.58032,D5_42,0.017
,,,19.58696,B1_22,0.014
,,,19.58816,B1_44,0.02
,,,19.58856,B1_34,0.019
,,,19.58896,B1_24,0.013
,,,19.638,B5_33,0.056
,,,19.64064,B5_33,0.021
,,,19.6412,B3_34,0.02
,,,19.642,B3_43,0.012
,,,19.64368,B5_11,0.019
,,,19.6468,B5_22,0.024
,,,19.65744,B5_14,0.012
,,,19.6664,B4_22,0.013
,,,19.66688,B4_43,0.027
,,,19.66816,B4_34,0.014
,,,19.68856,B1_32,0.014
,,,19.70144,B5_21,0.018
,,,19.7024,B5_11,0.016
,,,19.74792,B3_24,0.016
,,,19.74816,B3_34,0.019
,,,19.74984,D5_14,0.017
,,,19.76912,B1_23,0.022
,,,19.76984,B1_22,0.021
,,,19.77768,D5_12,0.036
,,,19.82312,B1_42,0.018
,,,19.84592,B1_24,0.012
,,,19.85016,B1_34,0.044
,,,19.88232,D6_22,0.019
,,,19.89936,D2_42,0.021
,,,19.90336,B1_44,0.017
,,,19.98192,B1_34,0.014
,,,19.98912,B1_34,0.036
,,,20.00392,D5_24,0.034
,,,20.04368,B4_22,0.019
,,,20.04624,B4_44,0.017
,,,20.06208,B4_42,0.017
,,,20.08672,B5_14,0.013
,,,20.09184,B1_44,0.03
,,,20.09432,D5_22,0.034
,,,20.09952,D5_44,0.027
,,,20.16952,B1_34,0.025
,,,20.1704,B1_23,0.031
,,,20.17088,B1_24,0.018
,,,20.17096,D5_12,0.023
,,,20.17816,B1_24,0.024
,,,20.20288,B1_44,0.021
,,,20.20952,D5_41,0.012
,,,20.23912,B1_42,0.023
,,,20.27696,B1_44,0.021
