Investigator,Ghislaine,,,,Time (s),Electrode,Amplitude(mV)
,,,,,18.25872,C6_31,0.028
,,,,,18.28952,C6_31,0.027
,,,,,18.32112,C6_42,0.019
,,,,,18.37024,C6_31,0.026
,,,,,18.3756,C6_42,0.017
,,,,,18.42176,C6_42,0.02
,,,,,18.42256,C6_31,0.031
,,,,,18.46952,C6_31,0.025
,,,,,18.5092,C6_42,0.015
,,,,,18.51432,C5_13,0.029
,,,,,18.54648,C6_42,0.016
,,,,,18.558,C6_31,0.033
,,,,,18.61232,C6_31,0.027
,,,,,18.6876,C6_42,0.02
,,,,,18.72264,C6_42,0.017
,,,,,18.82744,C6_31,0.029
,,,,,18.82968,C6_42,0.016
,,,,,18.8496,C2_12,0.015
,,,,,18.87856,C6_31,0.029
,,,,,18.97928,C6_31,0.028
,,,,,19.03456,C2_11,0.026
,,,,,19.04528,C6_31,0.029
,,,,,19.12936,C3_33,0.018
,,,,,19.13072,C6_31,0.03
,,,,,19.4452,C3_33,0.015
,,,,,19.65544,C4_11,0.031
,,,,,19.91568,C3_33,0.011
,,,,,20.02048,C2_32,0.019
,,,,,20.07424,C3_33,0.022
,,,,,20.62864,C2_12,0.014
,,,,,20.6416,C5_13,0.018
,,,,,20.75472,C2_23,0.085
,,,,,20.7548,C2_12,0.037
,,,,,20.75528,C2_13,0.021
,,,,,20.75536,C2_21,0.026
,,,,,20.75544,C2_22,0.037
,,,,,20.7596,C2_23,0.034
,,,,,20.8076,C2_23,0.038
,,,,,20.8128,C2_12,0.036
,,,,,20.8128,C2_23,0.078
,,,,,20.8132,C2_13,0.029
,,,,,20.81352,C2_22,0.038
,,,,,20.86416,C2_23,0.083
,,,,,20.86432,C2_12,0.036
,,,,,20.86456,C2_13,0.028
,,,,,20.86488,C2_22,0.041
,,,,,20.94632,C2_23,0.024
,,,,,21.00744,C2_23,0.024
,,,,,21.06912,C2_23,0.021
,,,,,21.15064,C2_23,0.02
,,,,,21.35104,C3_33,0.014
,,,,,21.57712,C4_31,0.022
,,,,,22.3104,C1_12,0.016
,,,,,22.31128,C5_13,0.029
,,,,,22.51872,C2_12,0.017
,,,,,22.62928,C3_33,0.013
,,,,,22.6976,C3_31,0.018
,,,,,22.94912,C3_31,0.015
,,,,,23.0332,C3_31,0.014
,,,,,23.32312,C2_22,0.015
,,,,,23.43592,C4_32,0.023
,,,,,23.60752,C3_31,0.015
,,,,,24.78544,C2_11,0.023
,,,,,25.16488,C2_31,0.039
,,,,,25.272,C3_33,0.017
,,,,,25.27984,C3_33,0.015
,,,,,25.28504,C3_33,0.015
,,,,,25.29272,C3_32,0.022
,,,,,25.29736,C3_32,0.02
,,,,,25.30064,C3_43,0.015
,,,,,25.31424,C3_31,0.02
,,,,,25.31976,C3_42,0.018
,,,,,25.33344,C3_32,0.016
,,,,,25.3372,C3_32,0.029
,,,,,25.33768,C3_33,0.032
,,,,,25.33768,C3_41,0.011
,,,,,25.33792,C3_43,0.164
,,,,,25.34136,C3_43,0.017
,,,,,25.34704,C3_44,0.019
,,,,,25.34944,C3_32,0.016
,,,,,25.35416,C3_44,0.065
,,,,,25.3556,C3_33,0.02
,,,,,25.35584,C3_43,0.079
,,,,,25.36064,C3_33,0.015
,,,,,25.39928,C3_41,0.01
,,,,,25.40392,C3_31,0.023
,,,,,25.40424,C3_32,0.02
,,,,,25.4044,C3_43,0.067
,,,,,25.4048,C3_33,0.078
,,,,,25.40536,C3_44,0.023
,,,,,25.40608,C3_41,0.014
,,,,,25.4068,C3_42,0.028
,,,,,25.408,C3_32,0.016
,,,,,25.40848,C3_43,0.082
,,,,,25.40904,C3_33,0.021
,,,,,25.40936,C3_42,0.029
,,,,,25.41088,C3_32,0.04
,,,,,25.41136,C3_33,0.058
,,,,,25.41184,C3_42,0.035
,,,,,25.41272,C3_41,0.009
,,,,,25.41304,C3_43,0.062
,,,,,25.41328,C3_32,0.035
,,,,,25.41488,C2_33,0.019
,,,,,25.41864,C3_33,0.015
,,,,,25.42128,C3_41,0.013
,,,,,25.42272,C3_31,0.019
,,,,,25.4232,C3_33,0.04
,,,,,25.42384,C3_43,0.039
,,,,,25.42544,C3_32,0.035
,,,,,25.42544,C3_33,0.033
,,,,,25.42576,C3_42,0.022
,,,,,25.42624,C3_41,0.011
,,,,,25.428,C3_44,0.024
,,,,,25.42808,C3_33,0.042
,,,,,25.42824,C3_42,0.081
,,,,,25.42848,C3_31,0.079
,,,,,25.42872,C3_43,0.061
,,,,,25.42976,C3_32,0.034
,,,,,25.43104,C3_33,0.059
,,,,,25.43112,C3_43,0.09
,,,,,25.43176,C3_42,0.026
,,,,,25.43176,C3_44,0.114
,,,,,25.43256,C3_32,0.023
,,,,,25.43328,C3_41,0.013
,,,,,25.43376,C3_31,0.028
,,,,,25.43408,C3_33,0.068
,,,,,25.43448,C3_43,0.178
,,,,,25.43472,C3_42,0.05
,,,,,25.43536,C3_32,0.094
,,,,,25.43544,C3_44,0.102
,,,,,25.43568,C3_41,0.01
,,,,,25.43672,C3_33,0.06
,,,,,25.43768,C3_32,0.031
,,,,,25.43768,C3_42,0.035
,,,,,25.43808,C3_43,0.042
,,,,,25.43816,C3_41,0.015
,,,,,25.43912,C3_33,0.034
,,,,,25.44032,C3_42,0.035
,,,,,25.44056,C3_32,0.029
,,,,,25.44104,C3_31,0.105
,,,,,25.4428,C3_33,0.081
,,,,,25.44344,C3_43,0.15
,,,,,25.4436,C3_31,0.029
,,,,,25.44392,C3_41,0.012
,,,,,25.44408,C3_42,0.029
,,,,,25.44416,C3_32,0.023
,,,,,25.44504,C3_33,0.045
,,,,,25.4452,C3_44,0.065
,,,,,25.446,C3_31,0.036
,,,,,25.44656,C3_43,0.055
,,,,,25.44704,C3_42,0.047
,,,,,25.4476,C3_33,0.034
,,,,,25.44784,C3_32,0.058
,,,,,25.44856,C3_41,0.017
,,,,,25.44904,C3_43,0.032
,,,,,25.44936,C3_31,0.051
,,,,,25.44936,C3_42,0.017
,,,,,25.4504,C3_32,0.023
,,,,,25.45112,C3_41,0.011
,,,,,25.45136,C3_43,0.154
,,,,,25.45168,C3_33,0.016
,,,,,25.45232,C3_42,0.017
,,,,,25.4528,C3_32,0.033
,,,,,25.45304,C3_31,0.019
,,,,,25.4536,C3_41,0.018
,,,,,25.45432,C3_43,0.052
,,,,,25.45552,C3_32,0.027
,,,,,25.45568,C3_33,0.084
,,,,,25.45608,C3_31,0.033
,,,,,25.45616,C3_42,0.048
,,,,,25.4564,C3_44,0.032
,,,,,25.45688,C3_43,0.062
,,,,,25.45784,C3_32,0.022
,,,,,25.45856,C3_31,0.085
,,,,,25.45864,C3_33,0.025
,,,,,25.45864,C3_42,0.077
,,,,,25.45952,C3_41,0.016
,,,,,25.45976,C3_43,0.035
,,,,,25.45992,C3_44,0.02
,,,,,25.46112,C3_33,0.025
,,,,,25.46136,C3_31,0.049
,,,,,25.46144,C3_32,0.025
,,,,,25.46152,C3_42,0.063
,,,,,25.46248,C3_41,0.018
,,,,,25.46288,C3_44,0.09
,,,,,25.46304,C3_43,0.137
,,,,,25.46368,C3_31,0.042
,,,,,25.46368,C3_33,0.044
,,,,,25.46472,C3_41,0.017
,,,,,25.4648,C3_32,0.039
,,,,,25.4648,C3_42,0.069
,,,,,25.46552,C3_43,0.037
,,,,,25.4656,C3_44,0.027
,,,,,25.46608,C3_33,0.092
,,,,,25.46648,C3_31,0.054
,,,,,25.46712,C3_32,0.041
,,,,,25.46728,C3_42,0.101
,,,,,25.4676,C3_41,0.01
,,,,,25.46784,C3_44,0.028
,,,,,25.46792,C3_43,0.029
,,,,,25.46872,C3_31,0.028
,,,,,25.46872,C3_33,0.07
,,,,,25.46984,C3_41,0.012
,,,,,25.46992,C3_42,0.034
,,,,,25.47016,C3_44,0.032
,,,,,25.47024,C3_32,0.051
,,,,,25.47024,C3_43,0.053
,,,,,25.4712,C3_33,0.107
,,,,,25.47128,C3_31,0.04
,,,,,25.47224,C3_42,0.056
,,,,,25.47248,C3_32,0.036
,,,,,25.47256,C3_43,0.136
,,,,,25.47272,C3_44,0.043
,,,,,25.47288,C3_41,0.021
,,,,,25.47352,C3_31,0.036
,,,,,25.4736,C3_33,0.094
,,,,,25.47464,C3_42,0.079
,,,,,25.47496,C3_44,0.064
,,,,,25.47504,C3_32,0.09
,,,,,25.47504,C3_43,0.063
,,,,,25.47632,C3_33,0.028
,,,,,25.47656,C3_41,0.011
,,,,,25.47664,C3_31,0.041
,,,,,25.47728,C3_44,0.034
,,,,,25.47744,C3_42,0.038
,,,,,25.47768,C3_32,0.044
,,,,,25.47832,C3_43,0.08
,,,,,25.47856,C3_33,0.025
,,,,,25.47944,C3_31,0.032
,,,,,25.47992,C3_42,0.021
,,,,,25.48,C3_32,0.038
,,,,,25.48088,C3_41,0.014
,,,,,25.48112,C3_33,0.086
,,,,,25.482,C3_43,0.08
,,,,,25.48224,C3_42,0.061
,,,,,25.48248,C3_31,0.02
,,,,,25.48272,C3_32,0.033
,,,,,25.48328,C3_44,0.047
,,,,,25.48352,C3_41,0.022
,,,,,25.4844,C3_43,0.112
,,,,,25.48448,C3_42,0.046
,,,,,25.48456,C3_33,0.035
,,,,,25.48528,C3_32,0.036
,,,,,25.48696,C3_43,0.04
,,,,,25.48712,C3_31,0.021
,,,,,25.48712,C3_42,0.03
,,,,,25.48776,C3_41,0.012
,,,,,25.488,C3_33,0.033
,,,,,25.48816,C3_44,0.086
,,,,,25.48952,C3_43,0.043
,,,,,25.4896,C3_32,0.031
,,,,,25.48968,C3_42,0.026
,,,,,25.48992,C3_31,0.023
,,,,,25.49064,C3_33,0.02
,,,,,25.49136,C3_44,0.019
,,,,,25.4916,C3_41,0.012
,,,,,25.49248,C3_31,0.04
,,,,,25.49248,C3_32,0.025
,,,,,25.49272,C3_42,0.026
,,,,,25.49296,C3_43,0.074
,,,,,25.49368,C3_33,0.09
,,,,,25.49384,C3_44,0.029
,,,,,25.49512,C3_42,0.042
,,,,,25.4952,C3_32,0.037
,,,,,25.49528,C3_43,0.083
,,,,,25.49608,C3_33,0.046
,,,,,25.4964,C3_44,0.016
,,,,,25.49768,C3_42,0.064
,,,,,25.49808,C3_32,0.034
,,,,,25.49864,C3_31,0.032
,,,,,25.49984,C3_33,0.031
,,,,,25.49984,C3_43,0.03
,,,,,25.50008,C3_42,0.037
,,,,,25.50008,C3_44,0.056
,,,,,25.50136,C3_31,0.022
,,,,,25.50232,C3_33,0.102
,,,,,25.50232,C3_43,0.081
,,,,,25.50272,C3_42,0.023
,,,,,25.5032,C3_44,0.031
,,,,,25.50384,C3_41,0.012
,,,,,25.50472,C3_33,0.035
,,,,,25.5048,C3_32,0.045
,,,,,25.50512,C3_42,0.05
,,,,,25.50544,C3_44,0.036
,,,,,25.50584,C3_43,0.03
,,,,,25.50664,C3_31,0.025
,,,,,25.50736,C3_42,0.036
,,,,,25.50832,C3_43,0.067
,,,,,25.50832,C3_44,0.025
,,,,,25.50856,C3_32,0.023
,,,,,25.50976,C3_42,0.025
,,,,,25.50984,C3_33,0.086
,,,,,25.51008,C3_31,0.047
,,,,,25.5108,C3_43,0.083
,,,,,25.51088,C3_32,0.054
,,,,,25.51088,C3_41,0.012
,,,,,25.51144,C3_44,0.028
,,,,,25.5124,C3_42,0.04
,,,,,25.51328,C3_41,0.012
,,,,,25.51344,C3_33,0.047
,,,,,25.5136,C3_31,0.037
,,,,,25.51408,C3_43,0.023
,,,,,25.51432,C3_32,0.017
,,,,,25.51544,C3_42,0.018
,,,,,25.51592,C3_31,0.024
,,,,,25.51632,C3_33,0.043
,,,,,25.51784,C3_32,0.017
,,,,,25.51784,C3_44,0.03
,,,,,25.51936,C3_42,0.047
,,,,,25.52024,C3_44,0.032
,,,,,25.52048,C3_33,0.047
,,,,,25.52184,C3_32,0.02
,,,,,25.52216,C3_42,0.049
,,,,,25.52408,C3_32,0.027
,,,,,25.5268,C3_33,0.022
,,,,,25.52784,C3_32,0.025
,,,,,25.5284,C3_44,0.025
,,,,,25.52936,C3_33,0.036
,,,,,25.52992,C3_31,0.093
,,,,,25.53016,C3_42,0.092
,,,,,25.5308,C3_32,0.058
,,,,,25.53112,C3_44,0.036
,,,,,25.53168,C3_43,0.023
,,,,,25.5324,C3_42,0.028
,,,,,25.53272,C3_31,0.035
,,,,,25.53344,C3_33,0.032
,,,,,25.53424,C3_32,0.033
,,,,,25.53496,C3_31,0.051
,,,,,25.53544,C3_44,0.022
,,,,,25.53552,C3_43,0.017
,,,,,25.536,C3_33,0.022
,,,,,25.536,C3_41,0.01
,,,,,25.53688,C3_42,0.048
,,,,,25.53752,C3_31,0.031
,,,,,25.5376,C3_32,0.091
,,,,,25.5384,C3_43,0.015
,,,,,25.53856,C3_44,0.082
,,,,,25.53944,C3_33,0.014
,,,,,25.54024,C3_42,0.038
,,,,,25.54096,C3_31,0.028
,,,,,25.54568,C3_33,0.037
,,,,,25.54584,C3_31,0.024
,,,,,25.5464,C3_41,0.009
,,,,,25.54936,C3_32,0.016
,,,,,25.54952,C3_33,0.02
,,,,,25.55024,C3_42,0.025
,,,,,25.55208,C3_31,0.019
,,,,,25.55272,C3_33,0.016
,,,,,25.5532,C3_32,0.026
,,,,,25.55528,C3_33,0.036
,,,,,25.5556,C3_42,0.078
,,,,,25.55752,C3_33,0.034
,,,,,25.55808,C3_31,0.041
,,,,,25.55816,C3_32,0.027
,,,,,25.5592,C3_42,0.039
,,,,,25.5604,C3_43,0.02
,,,,,25.5608,C3_33,0.014
,,,,,25.56272,C3_31,0.018
,,,,,25.56552,C3_33,0.042
,,,,,25.5664,C3_42,0.055
,,,,,25.56824,C3_41,0.012
,,,,,25.5936,C3_42,0.021
,,,,,25.59552,C3_33,0.016
,,,,,25.6312,C3_33,0.015
,,,,,25.66904,C3_43,0.016
,,,,,25.67656,C3_32,0.022
,,,,,25.6772,C3_43,0.152
,,,,,25.67792,C3_42,0.016
,,,,,25.68424,C3_44,0.06
,,,,,25.68584,C3_43,0.084
,,,,,25.6864,C3_33,0.02
,,,,,25.6888,C3_32,0.019
,,,,,25.74384,C3_44,0.065
,,,,,25.7876,C3_33,0.017
,,,,,25.79392,C3_42,0.018
,,,,,25.7944,C3_44,0.059
,,,,,25.79608,C3_43,0.084
,,,,,25.79672,C3_33,0.017
,,,,,25.91096,C1_34,0.017
,,,,,25.9268,C3_31,0.016
,,,,,26.03232,C5_44,0.016
,,,,,26.03336,C5_13,0.027
,,,,,26.10504,C3_33,0.013
,,,,,26.20792,C1_34,0.016
,,,,,26.31104,C1_34,0.014
,,,,,26.37008,C2_12,0.016
,,,,,26.42184,C3_31,0.017
,,,,,26.5284,C5_32,0.02
,,,,,26.53256,C3_31,0.019
,,,,,26.60216,C3_31,0.021
,,,,,26.6996,C5_32,0.021
,,,,,26.72864,C3_33,0.015
,,,,,26.7812,C5_32,0.028
,,,,,26.926,C5_32,0.028
,,,,,26.92728,C3_31,0.018
,,,,,27.0296,C3_31,0.017
,,,,,27.09408,C1_12,0.01
,,,,,27.166,C4_32,0.02
,,,,,27.1748,C5_32,0.025
,,,,,27.40824,C5_32,0.026
,,,,,27.64528,C3_31,0.016
,,,,,27.75952,C3_31,0.016
,,,,,27.8096,C2_22,0.018
,,,,,27.81856,C5_13,0.03
,,,,,27.83728,C5_32,0.027
,,,,,27.90448,C5_32,0.026
,,,,,27.91856,C5_32,0.028
,,,,,27.96128,C5_14,0.017
,,,,,27.98208,C5_32,0.024
,,,,,28.03368,C5_14,0.017
,,,,,28.03952,C2_32,0.018
,,,,,28.0988,C2_22,0.017
,,,,,28.13232,C5_14,0.016
,,,,,28.13472,C5_13,0.018
,,,,,28.22216,C5_34,0.019
,,,,,28.22312,C2_22,0.02
,,,,,28.35648,C5_34,0.018
,,,,,28.50008,C5_32,0.033
,,,,,28.55608,C4_14,0.021
,,,,,28.55624,C5_14,0.017
,,,,,28.86608,C2_22,0.017
,,,,,28.91552,C6_12,0.114
,,,,,28.92728,C5_13,0.028
,,,,,28.92848,C6_12,0.078
,,,,,28.94296,C6_12,0.06
,,,,,28.96352,C6_12,0.062
,,,,,29.0964,C2_22,0.02
,,,,,29.25048,C4_33,0.023
,,,,,29.25112,C4_44,0.03
,,,,,29.2524,C4_24,0.032
,,,,,29.26184,C4_42,0.025
,,,,,29.31264,C4_14,0.021
,,,,,29.3268,C4_11,0.035
,,,,,29.36096,C4_21,0.071
,,,,,29.3636,C4_21,0.013
,,,,,29.37656,C4_44,0.028
,,,,,29.4212,C4_42,0.025
,,,,,29.42224,C4_11,0.206
,,,,,29.42568,C4_12,0.032
,,,,,29.42664,C4_42,0.02
,,,,,29.42768,C4_14,0.019
,,,,,29.43592,C4_14,0.025
,,,,,29.46864,C4_42,0.03
,,,,,29.47128,C4_23,0.032
,,,,,29.47208,C4_12,0.053
,,,,,29.4724,C4_11,0.03
,,,,,29.47392,C4_42,0.037
,,,,,29.47424,C4_41,0.012
,,,,,29.47624,C4_12,0.028
,,,,,29.47792,C4_31,0.026
,,,,,29.48856,C4_22,0.021
,,,,,29.48872,C4_23,0.033
,,,,,29.48952,C4_12,0.042
,,,,,29.48968,C4_43,0.045
,,,,,29.4912,C4_22,0.062
,,,,,29.49328,C4_32,0.02
,,,,,29.49368,C4_23,0.043
,,,,,29.49432,C4_31,0.028
,,,,,29.49448,C4_41,0.013
,,,,,29.49456,C4_13,0.021
,,,,,29.49632,C4_23,0.037
,,,,,29.49688,C4_21,0.032
,,,,,29.49696,C4_42,0.033
,,,,,29.49704,C4_11,0.197
,,,,,29.49712,C4_33,0.032
,,,,,29.49712,C4_41,0.017
,,,,,29.49792,C4_24,0.036
,,,,,29.49856,C4_22,0.055
,,,,,29.4992,C4_12,0.071
,,,,,29.49936,C4_13,0.016
,,,,,29.49944,C4_11,0.026
,,,,,29.49944,C4_23,0.042
,,,,,29.4996,C4_31,0.037
,,,,,29.50032,C4_42,0.032
,,,,,29.5004,C4_41,0.01
,,,,,29.50168,C4_12,0.057
,,,,,29.50232,C4_23,0.058
,,,,,29.50256,C4_43,0.043
,,,,,29.50264,C4_14,0.033
,,,,,29.5028,C4_33,0.043
,,,,,29.5028,C4_41,0.016
,,,,,29.50304,C4_13,0.031
,,,,,29.50344,C4_31,0.037
,,,,,29.50352,C4_11,0.044
,,,,,29.504,C4_12,0.02
,,,,,29.50456,C4_32,0.022
,,,,,29.50464,C4_22,0.064
,,,,,29.50568,C4_13,0.013
,,,,,29.506,C4_23,0.04
,,,,,29.50608,C4_11,0.026
,,,,,29.50608,C4_44,0.032
,,,,,29.50664,C4_42,0.036
,,,,,29.5068,C4_41,0.01
,,,,,29.50712,C4_32,0.043
,,,,,29.50752,C4_12,0.025
,,,,,29.50808,C4_13,0.019
,,,,,29.50928,C4_31,0.035
,,,,,29.50936,C4_32,0.035
,,,,,29.50944,C4_23,0.029
,,,,,29.51,C4_12,0.04
,,,,,29.5104,C4_41,0.021
,,,,,29.5104,C4_44,0.046
,,,,,29.51088,C4_42,0.022
,,,,,29.51112,C4_11,0.191
,,,,,29.5116,C4_13,0.027
,,,,,29.51176,C4_23,0.035
,,,,,29.51184,C4_31,0.03
,,,,,29.512,C4_24,0.023
,,,,,29.51208,C4_21,0.021
,,,,,29.51288,C4_44,0.043
,,,,,29.51296,C4_33,0.031
,,,,,29.51312,C4_43,0.049
,,,,,29.51344,C4_32,0.032
,,,,,29.51376,C4_11,0.12
,,,,,29.514,C4_23,0.066
,,,,,29.51432,C4_31,0.052
,,,,,29.51488,C4_12,0.06
,,,,,29.51512,C4_13,0.031
,,,,,29.51512,C4_22,0.055
,,,,,29.51536,C4_41,0.023
,,,,,29.51672,C4_23,0.023
,,,,,29.51712,C4_11,0.05
,,,,,29.5172,C4_31,0.044
,,,,,29.51728,C4_14,0.034
,,,,,29.5176,C4_12,0.027
,,,,,29.51824,C4_21,0.027
,,,,,29.51872,C4_24,0.022
,,,,,29.5188,C4_32,0.025
,,,,,29.51912,C4_13,0.036
,,,,,29.51984,C4_23,0.041
,,,,,29.51984,C4_41,0.018
,,,,,29.52072,C4_12,0.018
,,,,,29.52088,C4_31,0.041
,,,,,29.52112,C4_11,0.03
,,,,,29.52136,C4_14,0.031
,,,,,29.5228,C4_23,0.029
,,,,,29.5228,C4_24,0.032
,,,,,29.5228,C4_42,0.038
,,,,,29.5232,C4_33,0.027
,,,,,29.52328,C4_21,0.036
,,,,,29.52336,C4_44,0.051
,,,,,29.52368,C4_14,0.032
,,,,,29.52408,C4_11,0.035
,,,,,29.52408,C4_31,0.044
,,,,,29.52424,C4_13,0.02
,,,,,29.5244,C4_32,0.017
,,,,,29.5252,C4_24,0.038
,,,,,29.52528,C4_41,0.012
,,,,,29.52552,C4_42,0.04
,,,,,29.52568,C4_44,0.03
,,,,,29.52592,C4_23,0.038
,,,,,29.526,C4_12,0.07
,,,,,29.52704,C4_21,0.025
,,,,,29.52752,C4_11,0.19
,,,,,29.52776,C4_22,0.027
,,,,,29.52952,C4_31,0.035
,,,,,29.52992,C4_11,0.038
,,,,,29.53064,C4_12,0.014
,,,,,29.53072,C4_22,0.029
,,,,,29.53072,C4_41,0.014
,,,,,29.5308,C4_42,0.034
,,,,,29.53112,C4_33,0.036
,,,,,29.53216,C4_44,0.029
,,,,,29.53224,C4_23,0.034
,,,,,29.53232,C4_32,0.031
,,,,,29.5324,C4_11,0.055
,,,,,29.53304,C4_24,0.029
,,,,,29.53312,C4_31,0.041
,,,,,29.53336,C4_33,0.034
,,,,,29.53392,C4_14,0.021
,,,,,29.534,C4_41,0.011
,,,,,29.53528,C4_42,0.044
,,,,,29.53536,C4_24,0.02
,,,,,29.53576,C4_23,0.032
,,,,,29.536,C4_12,0.027
,,,,,29.536,C4_31,0.038
,,,,,29.53656,C4_34,0.032
,,,,,29.53672,C4_11,0.035
,,,,,29.53672,C4_33,0.033
,,,,,29.53704,C4_22,0.027
,,,,,29.53768,C4_21,0.027
,,,,,29.538,C4_14,0.017
,,,,,29.538,C4_24,0.028
,,,,,29.5388,C4_41,0.019
,,,,,29.53912,C4_12,0.014
,,,,,29.5392,C4_23,0.036
,,,,,29.53944,C4_33,0.037
,,,,,29.54008,C4_31,0.044
,,,,,29.54104,C4_11,0.034
,,,,,29.54152,C4_42,0.025
,,,,,29.5416,C4_14,0.043
,,,,,29.542,C4_32,0.033
,,,,,29.54224,C4_23,0.026
,,,,,29.54272,C4_33,0.032
,,,,,29.5428,C4_31,0.045
,,,,,29.54408,C4_21,0.068
,,,,,29.54512,C4_32,0.031
,,,,,29.54616,C4_31,0.041
,,,,,29.5468,C4_14,0.028
,,,,,29.5484,C4_11,0.034
,,,,,29.5484,C4_42,0.034
,,,,,29.54856,C4_34,0.035
,,,,,29.54872,C4_31,0.034
,,,,,29.54896,C4_23,0.031
,,,,,29.54912,C4_44,0.03
,,,,,29.55072,C4_11,0.024
,,,,,29.55072,C4_43,0.063
,,,,,29.55128,C4_33,0.032
,,,,,29.55192,C4_31,0.048
,,,,,29.55264,C4_34,0.067
,,,,,29.5528,C4_23,0.028
,,,,,29.5532,C4_44,0.032
,,,,,29.55344,C4_42,0.048
,,,,,29.55376,C4_41,0.011
,,,,,29.55392,C4_32,0.027
,,,,,29.55432,C4_14,0.023
,,,,,29.55552,C4_31,0.034
,,,,,29.5564,C4_13,0.021
,,,,,29.55648,C4_23,0.029
,,,,,29.55648,C4_32,0.026
,,,,,29.55704,C4_14,0.023
,,,,,29.55776,C4_24,0.017
,,,,,29.55848,C4_42,0.026
,,,,,29.55864,C4_31,0.036
,,,,,29.5592,C4_11,0.038
,,,,,29.56112,C4_24,0.023
,,,,,29.5612,C4_33,0.032
,,,,,29.5632,C4_31,0.044
,,,,,29.56376,C4_24,0.024
,,,,,29.56408,C4_42,0.042
,,,,,29.56416,C4_12,0.021
,,,,,29.56456,C4_41,0.017
,,,,,29.56672,C4_24,0.044
,,,,,29.56688,C4_21,0.037
,,,,,29.56736,C4_23,0.027
,,,,,29.56736,C4_31,0.041
,,,,,29.56736,C4_32,0.036
,,,,,29.57024,C4_31,0.033
,,,,,29.57056,C4_32,0.028
,,,,,29.5708,C4_14,0.032
,,,,,29.57152,C4_23,0.029
,,,,,29.5728,C4_21,0.035
,,,,,29.5728,C4_31,0.041
,,,,,29.57376,C4_32,0.023
,,,,,29.57536,C4_21,0.037
,,,,,29.57592,C4_34,0.038
,,,,,29.57616,C4_12,0.019
,,,,,29.57616,C4_31,0.044
,,,,,29.57648,C4_41,0.018
,,,,,29.57784,C4_13,0.026
,,,,,29.58,C4_32,0.042
,,,,,29.58192,C4_23,0.015
,,,,,29.58248,C4_14,0.026
,,,,,29.58296,C4_31,0.041
,,,,,29.584,C4_12,0.023
,,,,,29.58592,C4_23,0.021
,,,,,29.58784,C4_24,0.022
,,,,,29.58936,C4_14,0.028
,,,,,29.59016,C4_41,0.011
,,,,,29.59256,C4_14,0.031
,,,,,29.59432,C4_41,0.012
,,,,,29.59544,C4_21,0.019
,,,,,29.59824,C4_14,0.036
,,,,,29.59968,C4_21,0.032
,,,,,29.60232,C4_31,0.021
,,,,,29.60288,C4_32,0.032
,,,,,29.6064,C4_32,0.028
,,,,,29.60696,C4_34,0.055
,,,,,29.60736,C4_41,0.016
,,,,,29.608,C4_31,0.033
,,,,,29.61104,C4_41,0.012
,,,,,29.6112,C4_31,0.031
,,,,,29.61192,C4_32,0.027
,,,,,29.61512,C4_13,0.02
,,,,,29.61528,C4_11,0.033
,,,,,29.62008,C4_21,0.034
,,,,,29.62056,C4_14,0.035
,,,,,29.62328,C4_31,0.024
,,,,,29.6252,C4_24,0.025
,,,,,29.62808,C4_12,0.031
,,,,,29.6284,C4_13,0.018
,,,,,29.62848,C4_11,0.216
,,,,,29.62952,C4_32,0.024
,,,,,29.6308,C4_11,0.026
,,,,,29.63112,C4_24,0.02
,,,,,29.63368,C4_31,0.039
,,,,,29.63384,C4_33,0.021
,,,,,29.63424,C4_12,0.022
,,,,,29.6364,C4_14,0.025
,,,,,29.63808,C4_44,0.031
,,,,,29.63856,C4_23,0.02
,,,,,29.63864,C4_13,0.016
,,,,,29.64128,C4_21,0.043
,,,,,29.64176,C4_33,0.029
,,,,,29.64208,C4_41,0.013
,,,,,29.64384,C4_23,0.029
,,,,,29.64456,C4_14,0.021
,,,,,29.64464,C4_41,0.012
,,,,,29.64528,C4_13,0.012
,,,,,29.64576,C4_32,0.031
,,,,,29.64648,C4_31,0.033
,,,,,29.64712,C4_14,0.022
,,,,,29.6484,C4_11,0.03
,,,,,29.64888,C4_34,0.029
,,,,,29.64896,C4_32,0.027
,,,,,29.64936,C4_31,0.036
,,,,,29.65208,C4_23,0.03
,,,,,29.65272,C4_31,0.031
,,,,,29.65448,C4_21,0.023
,,,,,29.65464,C4_41,0.016
,,,,,29.65472,C4_32,0.029
,,,,,29.65552,C4_11,0.203
,,,,,29.6584,C4_34,0.036
,,,,,29.66016,C4_13,0.023
,,,,,29.66048,C4_12,0.024
,,,,,29.66056,C4_23,0.029
,,,,,29.66136,C4_11,0.183
,,,,,29.662,C4_14,0.02
,,,,,29.66208,C4_22,0.023
,,,,,29.66408,C4_11,0.026
,,,,,29.66512,C4_33,0.043
,,,,,29.66568,C4_24,0.026
,,,,,29.66624,C4_23,0.028
,,,,,29.6664,C4_11,0.042
,,,,,29.6676,C4_14,0.028
,,,,,29.6684,C4_42,0.036
,,,,,29.66944,C4_12,0.043
,,,,,29.67048,C4_11,0.027
,,,,,29.672,C4_32,0.028
,,,,,29.67224,C4_31,0.031
,,,,,29.67584,C4_23,0.033
,,,,,29.67624,C4_44,0.029
,,,,,29.67632,C4_32,0.028
,,,,,29.67752,C4_31,0.037
,,,,,29.67824,C4_23,0.034
,,,,,29.67848,C4_13,0.015
